DATE,TITLE,VOTER_NAME
04/11/2018,Councilmember,"Casey Thomas
04/11/2018,Mayor Pro Tem,Dwaine R. Caraway
04/11/2018,Councilmember,Rickey D.  Callahan
04/11/2018,Councilmember,Omar Narvaez
04/11/2018,Councilmember,Kevin Felder
04/11/2018,Councilmember,Tennell Atkins
04/11/2018,Councilmember,Mark  Clayton
04/11/2018,Councilmember,Scott  Griggs
04/11/2018,Councilmember,B. Adam  McGough
04/25/2018,Councilmember,"Casey Thomas
04/25/2018,Mayor Pro Tem,Dwaine R. Caraway
04/25/2018,Councilmember,Rickey D.  Callahan
04/25/2018,Councilmember,Omar Narvaez
04/25/2018,Councilmember,Kevin Felder
04/25/2018,Councilmember,Tennell Atkins
04/25/2018,Councilmember,Mark  Clayton
04/25/2018,Councilmember,Scott  Griggs
04/25/2018,Councilmember,B. Adam  McGough
04/25/2018,Councilmember,Lee M. Kleinman
04/25/2018,Councilmember,Sandy  Greyson
04/25/2018,Councilmember,Jennifer S.  Gates
04/25/2018,Councilmember,Philip T.  Kingston
04/25/2018,Mayor,Michael S. Rawlings
04/25/2018,Deputy Mayor Pro Tem,Adam Medrano
04/25/2018,Councilmember,"Casey Thomas
04/25/2018,Mayor Pro Tem,Dwaine R. Caraway
04/25/2018,Councilmember,Rickey D.  Callahan
04/25/2018,Councilmember,Omar Narvaez
04/25/2018,Councilmember,Kevin Felder
04/25/2018,Councilmember,Tennell Atkins
04/25/2018,Councilmember,Mark  Clayton
04/25/2018,Councilmember,Scott  Griggs
04/25/2018,Councilmember,B. Adam  McGough
04/25/2018,Councilmember,Lee M. Kleinman
04/25/2018,Councilmember,Sandy  Greyson
04/25/2018,Councilmember,Jennifer S.  Gates
04/25/2018,Councilmember,Philip T.  Kingston
04/25/2018,Mayor,Michael S. Rawlings
04/25/2018,Deputy Mayor Pro Tem,Adam Medrano
04/25/2018,Councilmember,"Casey Thomas
04/25/2018,Mayor Pro Tem,Dwaine R. Caraway
04/25/2018,Councilmember,Rickey D.  Callahan
04/25/2018,Councilmember,Scott  Griggs
04/25/2018,Councilmember,B. Adam  McGough
04/25/2018,Councilmember,Lee M. Kleinman
04/25/2018,Councilmember,Sandy  Greyson
04/25/2018,Councilmember,Jennifer S.  Gates
04/25/2018,Councilmember,Philip T.  Kingston
04/25/2018,Mayor,Michael S. Rawlings
04/25/2018,Deputy Mayor Pro Tem,Adam Medrano
04/25/2018,Councilmember,"Casey Thomas
04/25/2018,Mayor Pro Tem,Dwaine R. Caraway
04/25/2018,Councilmember,Rickey D.  Callahan
04/25/2018,Councilmember,Omar Narvaez
09/05/2018,Councilmember,Rickey D.  Callahan
09/05/2018,Councilmember,Omar Narvaez
09/05/2018,Councilmember,Kevin Felder
09/05/2018,Councilmember,Tennell Atkins
09/05/2018,Councilmember,Mark  Clayton
09/05/2018,Councilmember,Scott  Griggs
09/05/2018,Councilmember,B. Adam  McGough
09/05/2018,Councilmember,Lee M. Kleinman
09/05/2018,Councilmember,Sandy  Greyson
09/05/2018,Councilmember,Jennifer S.  Gates
09/05/2018,Councilmember,Philip T.  Kingston
09/05/2018,Mayor,Michael S. Rawlings
09/05/2018,Deputy Mayor Pro Tem,Adam Medrano
09/05/2018,Mayor Pro Tem,"Casey  Thomas
09/05/2018,Vacant,
09/12/2018,Mayor Pro Tem,"Casey  Thomas
08/23/2017,Councilmember,Tennell Atkins
04/11/2018,Councilmember,B. Adam  McGough
04/11/2018,Councilmember,Lee M. Kleinman
04/11/2018,Councilmember,Sandy  Greyson
04/11/2018,Councilmember,Jennifer S.  Gates
04/11/2018,Councilmember,Philip T.  Kingston
04/11/2018,Mayor,Michael S. Rawlings
04/11/2018,Deputy Mayor Pro Tem,Adam Medrano
04/11/2018,Councilmember,"Casey Thomas
04/11/2018,Mayor Pro Tem,Dwaine R. Caraway
04/11/2018,Councilmember,Lee M. Kleinman
04/11/2018,Councilmember,Sandy  Greyson
04/11/2018,Councilmember,Jennifer S.  Gates
04/11/2018,Councilmember,Philip T.  Kingston
04/11/2018,Mayor,Michael S. Rawlings
04/11/2018,Deputy Mayor Pro Tem,Adam Medrano
04/11/2018,Councilmember,"Casey Thomas
04/11/2018,Mayor Pro Tem,Dwaine R. Caraway
04/11/2018,Councilmember,Rickey D.  Callahan
04/11/2018,Councilmember,Omar Narvaez
04/25/2018,Councilmember,Kevin Felder
06/27/2018,Councilmember,Lee M. Kleinman
06/27/2018,Councilmember,Sandy  Greyson
06/27/2018,Councilmember,Jennifer S.  Gates
06/27/2018,Councilmember,Philip T.  Kingston
06/27/2018,Mayor,Michael S. Rawlings
06/27/2018,Deputy Mayor Pro Tem,Adam Medrano
06/27/2018,Councilmember,"Casey Thomas
06/27/2018,Mayor Pro Tem,Dwaine R. Caraway
06/27/2018,Councilmember,Rickey D.  Callahan
06/27/2018,Councilmember,Omar Narvaez
06/27/2018,Councilmember,Kevin Felder
06/27/2018,Councilmember,Tennell Atkins
06/27/2018,Councilmember,Mark  Clayton
06/27/2018,Councilmember,Scott  Griggs
06/27/2018,Councilmember,B. Adam  McGough
06/27/2018,Councilmember,Lee M. Kleinman
04/25/2018,Councilmember,Philip T.  Kingston
04/25/2018,Mayor,Michael S. Rawlings
04/25/2018,Deputy Mayor Pro Tem,Adam Medrano
04/25/2018,Councilmember,"Casey Thomas
04/25/2018,Mayor Pro Tem,Dwaine R. Caraway
04/25/2018,Councilmember,Rickey D.  Callahan
04/25/2018,Councilmember,Omar Narvaez
04/25/2018,Councilmember,Kevin Felder
04/25/2018,Councilmember,Tennell Atkins
04/25/2018,Councilmember,Mark  Clayton
04/25/2018,Councilmember,Scott  Griggs
04/25/2018,Councilmember,B. Adam  McGough
04/25/2018,Councilmember,Lee M. Kleinman
04/25/2018,Councilmember,Sandy  Greyson
09/12/2018,Vacant,
04/11/2018,Councilmember,Rickey D.  Callahan
04/11/2018,Councilmember,Omar Narvaez
04/11/2018,Councilmember,Kevin Felder
04/11/2018,Councilmember,Tennell Atkins
04/11/2018,Councilmember,Mark  Clayton
04/11/2018,Councilmember,Scott  Griggs
04/11/2018,Councilmember,B. Adam  McGough
04/11/2018,Councilmember,Lee M. Kleinman
04/11/2018,Councilmember,Sandy  Greyson
05/09/2018,Councilmember,Jennifer S.  Gates
05/09/2018,Councilmember,Philip T.  Kingston
05/09/2018,Mayor,Michael S. Rawlings
05/09/2018,Deputy Mayor Pro Tem,Adam Medrano
05/09/2018,Councilmember,"Casey Thomas
05/09/2018,Mayor Pro Tem,Dwaine R. Caraway
05/09/2018,Councilmember,Rickey D.  Callahan
05/09/2018,Councilmember,Omar Narvaez
05/09/2018,Councilmember,Kevin Felder
05/09/2018,Councilmember,Tennell Atkins
05/09/2018,Councilmember,Mark  Clayton
05/09/2018,Councilmember,Scott  Griggs
05/09/2018,Councilmember,B. Adam  McGough
05/09/2018,Councilmember,Lee M. Kleinman
06/13/2018,Councilmember,Jennifer S.  Gates
04/25/2018,Mayor Pro Tem,Dwaine R. Caraway
04/25/2018,Councilmember,Rickey D.  Callahan
04/25/2018,Councilmember,Omar Narvaez
04/25/2018,Councilmember,Kevin Felder
04/25/2018,Councilmember,Tennell Atkins
04/25/2018,Councilmember,Mark  Clayton
04/25/2018,Councilmember,Scott  Griggs
04/25/2018,Councilmember,B. Adam  McGough
04/25/2018,Councilmember,Lee M. Kleinman
04/25/2018,Councilmember,Sandy  Greyson
04/25/2018,Councilmember,Jennifer S.  Gates
04/25/2018,Councilmember,Philip T.  Kingston
04/25/2018,Mayor,Michael S. Rawlings
04/25/2018,Deputy Mayor Pro Tem,Adam Medrano
05/02/2018,Councilmember,Scott  Griggs
05/02/2018,Councilmember,B. Adam  McGough
05/02/2018,Councilmember,Lee M. Kleinman
05/02/2018,Councilmember,Sandy  Greyson
05/02/2018,Councilmember,Jennifer S.  Gates
05/02/2018,Councilmember,Philip T.  Kingston
05/02/2018,Mayor,Michael S. Rawlings
05/02/2018,Deputy Mayor Pro Tem,Adam Medrano
05/02/2018,Councilmember,"Casey Thomas
05/02/2018,Mayor Pro Tem,Dwaine R. Caraway
04/25/2018,Councilmember,"Casey Thomas
04/25/2018,Mayor Pro Tem,Dwaine R. Caraway
04/25/2018,Councilmember,Rickey D.  Callahan
04/25/2018,Councilmember,Omar Narvaez
04/25/2018,Councilmember,Kevin Felder
04/25/2018,Councilmember,Tennell Atkins
04/25/2018,Councilmember,Mark  Clayton
04/25/2018,Councilmember,Scott  Griggs
04/25/2018,Councilmember,B. Adam  McGough
04/25/2018,Councilmember,Lee M. Kleinman
04/25/2018,Councilmember,Sandy  Greyson
04/25/2018,Councilmember,Jennifer S.  Gates
04/25/2018,Councilmember,Philip T.  Kingston
04/25/2018,Councilmember,Tennell Atkins
04/25/2018,Councilmember,Mark  Clayton
04/25/2018,Councilmember,Scott  Griggs
04/25/2018,Councilmember,B. Adam  McGough
04/25/2018,Councilmember,Lee M. Kleinman
04/25/2018,Councilmember,Sandy  Greyson
04/25/2018,Councilmember,Jennifer S.  Gates
04/25/2018,Councilmember,Philip T.  Kingston
04/25/2018,Mayor,Michael S. Rawlings
04/25/2018,Deputy Mayor Pro Tem,Adam Medrano
04/25/2018,Councilmember,"Casey Thomas
08/23/2017,Councilmember,Tennell Atkins
04/25/2018,Councilmember,Omar Narvaez
04/25/2018,Councilmember,Kevin Felder
04/25/2018,Councilmember,Tennell Atkins
04/25/2018,Councilmember,Mark  Clayton
04/25/2018,Councilmember,Scott  Griggs
04/25/2018,Councilmember,B. Adam  McGough
04/25/2018,Councilmember,Lee M. Kleinman
04/25/2018,Councilmember,Sandy  Greyson
04/25/2018,Councilmember,Jennifer S.  Gates
04/11/2018,Councilmember,Jennifer S.  Gates
04/11/2018,Councilmember,Philip T.  Kingston
04/11/2018,Mayor,Michael S. Rawlings
04/11/2018,Deputy Mayor Pro Tem,Adam Medrano
04/11/2018,Councilmember,"Casey Thomas
04/11/2018,Mayor Pro Tem,Dwaine R. Caraway
04/11/2018,Councilmember,Rickey D.  Callahan
04/11/2018,Councilmember,Omar Narvaez
08/23/2017,Councilmember,Omar Narvaez
04/11/2018,Councilmember,Kevin Felder
04/11/2018,Councilmember,Tennell Atkins
04/11/2018,Councilmember,Mark  Clayton
04/11/2018,Councilmember,Scott  Griggs
04/11/2018,Councilmember,B. Adam  McGough
04/11/2018,Councilmember,Lee M. Kleinman
04/11/2018,Councilmember,Sandy  Greyson
04/11/2018,Councilmember,Jennifer S.  Gates
04/11/2018,Councilmember,Philip T.  Kingston
02/28/2018,Councilmember,Lee M. Kleinman
02/28/2018,Councilmember,Sandy  Greyson
02/28/2018,Councilmember,Jennifer S.  Gates
02/28/2018,Councilmember,Philip T.  Kingston
02/28/2018,Mayor,Michael S. Rawlings
02/28/2018,Deputy Mayor Pro Tem,Adam Medrano
02/28/2018,Councilmember,"Casey Thomas
02/28/2018,Mayor Pro Tem,Dwaine R. Caraway
02/28/2018,Councilmember,Rickey D.  Callahan
02/28/2018,Councilmember,Omar Narvaez
02/28/2018,Councilmember,Kevin Felder
02/28/2018,Councilmember,Tennell Atkins
02/28/2018,Councilmember,Mark  Clayton
02/28/2018,Councilmember,Scott  Griggs
04/11/2018,Mayor,Michael S. Rawlings
04/25/2018,Councilmember,Kevin Felder
04/25/2018,Councilmember,Tennell Atkins
04/25/2018,Councilmember,Mark  Clayton
04/25/2018,Councilmember,Scott  Griggs
04/25/2018,Councilmember,B. Adam  McGough
04/25/2018,Councilmember,Lee M. Kleinman
04/25/2018,Councilmember,Sandy  Greyson
04/25/2018,Councilmember,Jennifer S.  Gates
04/25/2018,Councilmember,Philip T.  Kingston
04/25/2018,Mayor,Michael S. Rawlings
04/25/2018,Deputy Mayor Pro Tem,Adam Medrano
04/25/2018,Councilmember,"Casey Thomas
04/25/2018,Mayor Pro Tem,Dwaine R. Caraway
04/25/2018,Councilmember,Rickey D.  Callahan
04/25/2018,Councilmember,Omar Narvaez
05/02/2018,Councilmember,Rickey D.  Callahan
04/11/2018,Deputy Mayor Pro Tem,Adam Medrano
04/11/2018,Councilmember,"Casey Thomas
04/11/2018,Mayor Pro Tem,Dwaine R. Caraway
04/11/2018,Councilmember,Rickey D.  Callahan
04/11/2018,Councilmember,Omar Narvaez
04/11/2018,Councilmember,Kevin Felder
04/11/2018,Councilmember,Tennell Atkins
04/11/2018,Councilmember,Mark  Clayton
04/11/2018,Councilmember,Scott  Griggs
04/11/2018,Councilmember,B. Adam  McGough
04/11/2018,Councilmember,Kevin Felder
04/11/2018,Councilmember,Tennell Atkins
04/11/2018,Councilmember,Mark  Clayton
04/11/2018,Councilmember,Scott  Griggs
04/11/2018,Councilmember,B. Adam  McGough
04/11/2018,Councilmember,Lee M. Kleinman
04/11/2018,Councilmember,Sandy  Greyson
04/11/2018,Councilmember,Jennifer S.  Gates
04/11/2018,Councilmember,Philip T.  Kingston
04/11/2018,Mayor,Michael S. Rawlings
04/11/2018,Deputy Mayor Pro Tem,Adam Medrano
04/11/2018,Councilmember,"Casey Thomas
04/11/2018,Mayor Pro Tem,Dwaine R. Caraway
04/11/2018,Councilmember,Rickey D.  Callahan
04/11/2018,Councilmember,Omar Narvaez
04/11/2018,Councilmember,Kevin Felder
04/11/2018,Councilmember,Tennell Atkins
04/11/2018,Councilmember,Mark  Clayton
04/11/2018,Councilmember,Scott  Griggs
04/11/2018,Councilmember,B. Adam  McGough
04/11/2018,Councilmember,Lee M. Kleinman
04/11/2018,Councilmember,Sandy  Greyson
04/11/2018,Councilmember,Jennifer S.  Gates
04/11/2018,Councilmember,Philip T.  Kingston
04/11/2018,Mayor,Michael S. Rawlings
04/11/2018,Deputy Mayor Pro Tem,Adam Medrano
04/11/2018,Councilmember,"Casey Thomas
04/11/2018,Mayor Pro Tem,Dwaine R. Caraway
04/11/2018,Councilmember,Rickey D.  Callahan
05/02/2018,Councilmember,Omar Narvaez
05/02/2018,Councilmember,Kevin Felder
05/02/2018,Councilmember,Tennell Atkins
05/02/2018,Councilmember,Mark  Clayton
09/12/2018,Councilmember,Rickey D.  Callahan
09/12/2018,Councilmember,Omar Narvaez
09/12/2018,Councilmember,Kevin Felder
09/12/2018,Councilmember,Tennell Atkins
09/12/2018,Councilmember,Mark  Clayton
09/12/2018,Councilmember,Scott  Griggs
09/12/2018,Councilmember,B. Adam  McGough
09/12/2018,Councilmember,Lee M. Kleinman
09/12/2018,Councilmember,Sandy  Greyson
09/12/2018,Councilmember,Jennifer S.  Gates
09/12/2018,Councilmember,Philip T.  Kingston
04/25/2018,Councilmember,Kevin Felder
04/25/2018,Councilmember,Tennell Atkins
04/25/2018,Councilmember,Mark  Clayton
04/25/2018,Councilmember,Scott  Griggs
04/25/2018,Councilmember,B. Adam  McGough
04/25/2018,Councilmember,Lee M. Kleinman
04/25/2018,Councilmember,Sandy  Greyson
04/25/2018,Councilmember,Jennifer S.  Gates
04/25/2018,Councilmember,Philip T.  Kingston
04/25/2018,Mayor,Michael S. Rawlings
04/25/2018,Deputy Mayor Pro Tem,Adam Medrano
04/25/2018,Councilmember,"Casey Thomas
04/25/2018,Mayor Pro Tem,Dwaine R. Caraway
05/09/2018,Deputy Mayor Pro Tem,Adam Medrano
05/09/2018,Councilmember,"Casey Thomas
05/09/2018,Mayor Pro Tem,Dwaine R. Caraway
05/09/2018,Councilmember,Rickey D.  Callahan
05/09/2018,Councilmember,Omar Narvaez
05/09/2018,Councilmember,Kevin Felder
05/09/2018,Councilmember,Tennell Atkins
05/09/2018,Councilmember,Mark  Clayton
05/09/2018,Councilmember,Scott  Griggs
05/09/2018,Councilmember,B. Adam  McGough
05/09/2018,Councilmember,Lee M. Kleinman
05/09/2018,Councilmember,Sandy  Greyson
05/09/2018,Councilmember,Lee M. Kleinman
05/09/2018,Councilmember,Sandy  Greyson
05/09/2018,Councilmember,Jennifer S.  Gates
05/09/2018,Councilmember,Philip T.  Kingston
05/09/2018,Mayor,Michael S. Rawlings
05/09/2018,Deputy Mayor Pro Tem,Adam Medrano
05/09/2018,Councilmember,"Casey Thomas
05/09/2018,Mayor Pro Tem,Dwaine R. Caraway
05/09/2018,Councilmember,Rickey D.  Callahan
05/09/2018,Councilmember,Omar Narvaez
05/09/2018,Councilmember,Kevin Felder
05/09/2018,Councilmember,Tennell Atkins
05/09/2018,Councilmember,Mark  Clayton
05/09/2018,Councilmember,Scott  Griggs
05/09/2018,Councilmember,B. Adam  McGough
08/08/2018,Deputy Mayor Pro Tem,Adam Medrano
08/08/2018,Councilmember,"Casey Thomas
08/08/2018,Mayor Pro Tem,Dwaine R. Caraway
08/08/2018,Councilmember,Rickey D.  Callahan
08/08/2018,Councilmember,Omar Narvaez
08/08/2018,Councilmember,Kevin Felder
08/08/2018,Councilmember,Tennell Atkins
08/08/2018,Councilmember,Mark  Clayton
08/08/2018,Councilmember,Scott  Griggs
08/08/2018,Councilmember,B. Adam  McGough
08/08/2018,Councilmember,Lee M. Kleinman
08/08/2018,Councilmember,Sandy  Greyson
08/08/2018,Councilmember,Jennifer S.  Gates
08/08/2018,Councilmember,Philip T.  Kingston
08/08/2018,Mayor,Michael S. Rawlings
08/08/2018,Deputy Mayor Pro Tem,Adam Medrano
05/09/2018,Councilmember,Lee M. Kleinman
05/09/2018,Councilmember,Sandy  Greyson
05/09/2018,Councilmember,Jennifer S.  Gates
05/09/2018,Councilmember,Philip T.  Kingston
05/09/2018,Mayor,Michael S. Rawlings
05/09/2018,Deputy Mayor Pro Tem,Adam Medrano
05/09/2018,Councilmember,"Casey Thomas
05/09/2018,Mayor Pro Tem,Dwaine R. Caraway
05/09/2018,Councilmember,Rickey D.  Callahan
05/09/2018,Councilmember,Omar Narvaez
05/09/2018,Councilmember,Kevin Felder
05/09/2018,Councilmember,Tennell Atkins
05/09/2018,Councilmember,Mark  Clayton
05/09/2018,Councilmember,Scott  Griggs
05/09/2018,Councilmember,B. Adam  McGough
05/09/2018,Councilmember,Lee M. Kleinman
08/23/2017,Councilmember,Philip T.  Kingston
04/11/2018,Councilmember,Omar Narvaez
04/11/2018,Councilmember,Kevin Felder
04/11/2018,Councilmember,Tennell Atkins
04/11/2018,Councilmember,Mark  Clayton
04/11/2018,Councilmember,Scott  Griggs
04/11/2018,Councilmember,B. Adam  McGough
04/11/2018,Councilmember,Lee M. Kleinman
04/11/2018,Councilmember,Sandy  Greyson
04/11/2018,Councilmember,Jennifer S.  Gates
04/11/2018,Councilmember,Philip T.  Kingston
04/25/2018,Councilmember,Tennell Atkins
09/12/2018,Deputy Mayor Pro Tem,Adam Medrano
09/12/2018,Mayor Pro Tem,"Casey  Thomas
09/12/2018,Vacant,
09/12/2018,Councilmember,Rickey D.  Callahan
09/12/2018,Councilmember,Omar Narvaez
09/12/2018,Councilmember,Kevin Felder
09/12/2018,Councilmember,Tennell Atkins
09/12/2018,Councilmember,Mark  Clayton
09/12/2018,Councilmember,Scott  Griggs
09/12/2018,Councilmember,B. Adam  McGough
09/12/2018,Councilmember,Lee M. Kleinman
09/12/2018,Councilmember,Sandy  Greyson
09/12/2018,Councilmember,Jennifer S.  Gates
09/12/2018,Councilmember,Philip T.  Kingston
06/13/2018,Councilmember,Philip T.  Kingston
06/13/2018,Mayor,Michael S. Rawlings
06/13/2018,Deputy Mayor Pro Tem,Adam Medrano
06/13/2018,Councilmember,"Casey Thomas
06/13/2018,Mayor Pro Tem,Dwaine R. Caraway
06/13/2018,Councilmember,Rickey D.  Callahan
06/13/2018,Councilmember,Omar Narvaez
06/13/2018,Councilmember,Kevin Felder
06/13/2018,Councilmember,Tennell Atkins
06/13/2018,Councilmember,Mark  Clayton
06/13/2018,Councilmember,Scott  Griggs
06/13/2018,Councilmember,B. Adam  McGough
06/13/2018,Councilmember,Lee M. Kleinman
04/25/2018,Councilmember,Rickey D.  Callahan
04/25/2018,Councilmember,Omar Narvaez
04/25/2018,Councilmember,Kevin Felder
04/25/2018,Councilmember,Tennell Atkins
04/25/2018,Councilmember,Mark  Clayton
04/25/2018,Councilmember,Scott  Griggs
04/25/2018,Councilmember,B. Adam  McGough
04/25/2018,Councilmember,Lee M. Kleinman
04/25/2018,Councilmember,Sandy  Greyson
04/25/2018,Councilmember,Jennifer S.  Gates
04/25/2018,Councilmember,Philip T.  Kingston
01/11/2017,Councilmember,Scott Griggs
01/11/2017,Councilmember,B. Adam  McGough
01/11/2017,Councilmember,Lee Kleinman
04/25/2018,Deputy Mayor Pro Tem,Adam Medrano
04/25/2018,Councilmember,"Casey Thomas
01/11/2017,Councilmember,Sandy Greyson
04/25/2018,Mayor Pro Tem,Dwaine R. Caraway
04/25/2018,Councilmember,Rickey D.  Callahan
04/25/2018,Councilmember,Omar Narvaez
04/25/2018,Councilmember,Kevin Felder
04/25/2018,Councilmember,Tennell Atkins
04/25/2018,Councilmember,Mark  Clayton
04/25/2018,Councilmember,Scott  Griggs
04/25/2018,Councilmember,B. Adam  McGough
04/25/2018,Councilmember,Lee M. Kleinman
04/25/2018,Councilmember,Sandy  Greyson
06/13/2018,Councilmember,Omar Narvaez
08/08/2018,Councilmember,Scott  Griggs
08/08/2018,Councilmember,B. Adam  McGough
08/08/2018,Councilmember,Lee M. Kleinman
08/08/2018,Councilmember,Sandy  Greyson
08/08/2018,Councilmember,Jennifer S.  Gates
08/08/2018,Councilmember,Philip T.  Kingston
08/08/2018,Mayor,Michael S. Rawlings
08/08/2018,Deputy Mayor Pro Tem,Adam Medrano
08/08/2018,Councilmember,"Casey Thomas
08/08/2018,Mayor Pro Tem,Dwaine R. Caraway
08/08/2018,Councilmember,Rickey D.  Callahan
08/08/2018,Councilmember,Omar Narvaez
08/08/2018,Councilmember,Kevin Felder
08/08/2018,Councilmember,Tennell Atkins
08/08/2018,Councilmember,Mark  Clayton
08/08/2018,Councilmember,Scott  Griggs
08/08/2018,Councilmember,B. Adam  McGough
09/12/2018,Councilmember,Scott  Griggs
09/12/2018,Councilmember,B. Adam  McGough
09/12/2018,Councilmember,Lee M. Kleinman
05/09/2018,Councilmember,Sandy  Greyson
05/09/2018,Councilmember,Jennifer S.  Gates
05/09/2018,Councilmember,Philip T.  Kingston
05/09/2018,Mayor,Michael S. Rawlings
05/09/2018,Deputy Mayor Pro Tem,Adam Medrano
05/09/2018,Councilmember,"Casey Thomas
05/09/2018,Mayor Pro Tem,Dwaine R. Caraway
05/09/2018,Councilmember,Rickey D.  Callahan
05/09/2018,Councilmember,Omar Narvaez
05/09/2018,Councilmember,Kevin Felder
05/09/2018,Councilmember,Tennell Atkins
05/09/2018,Councilmember,Mark  Clayton
05/09/2018,Councilmember,Scott  Griggs
05/09/2018,Councilmember,B. Adam  McGough
05/23/2018,Councilmember,Scott  Griggs
01/11/2017,Councilmember,Philip T. Kingston
10/03/2018,Councilmember,Kevin Felder
10/03/2018,Councilmember,Tennell Atkins
10/03/2018,Councilmember,Mark  Clayton
09/26/2018,Councilmember,Omar Narvaez
09/26/2018,Councilmember,Kevin Felder
09/26/2018,Councilmember,Tennell Atkins
09/26/2018,Councilmember,Mark  Clayton
09/26/2018,Councilmember,Scott  Griggs
09/26/2018,Councilmember,B. Adam  McGough
09/26/2018,Councilmember,Lee M. Kleinman
09/26/2018,Councilmember,Sandy  Greyson
09/26/2018,Councilmember,Jennifer S.  Gates
09/26/2018,Councilmember,Philip T.  Kingston
09/26/2018,Mayor,Michael S. Rawlings
09/26/2018,Deputy Mayor Pro Tem,Adam Medrano
06/13/2018,Councilmember,Kevin Felder
06/13/2018,Councilmember,Tennell Atkins
06/13/2018,Councilmember,Mark  Clayton
06/13/2018,Councilmember,Scott  Griggs
06/13/2018,Councilmember,B. Adam  McGough
06/13/2018,Councilmember,Lee M. Kleinman
06/13/2018,Councilmember,Sandy  Greyson
06/13/2018,Councilmember,Jennifer S.  Gates
06/13/2018,Councilmember,Philip T.  Kingston
06/13/2018,Mayor,Michael S. Rawlings
06/13/2018,Deputy Mayor Pro Tem,Adam Medrano
06/13/2018,Councilmember,"Casey Thomas
06/13/2018,Mayor Pro Tem,Dwaine R. Caraway
06/13/2018,Councilmember,Rickey D.  Callahan
06/13/2018,Councilmember,Omar Narvaez
10/17/2018,Councilmember,Scott  Griggs
10/17/2018,Councilmember,B. Adam  McGough
10/17/2018,Councilmember,Lee M. Kleinman
10/17/2018,Councilmember,Sandy  Greyson
10/17/2018,Councilmember,Jennifer S.  Gates
10/17/2018,Councilmember,Philip T.  Kingston
10/17/2018,Mayor,Michael S. Rawlings
10/17/2018,Deputy Mayor Pro Tem,Adam Medrano
10/17/2018,Mayor Pro Tem,"Casey  Thomas
10/17/2018,Vacant,
10/17/2018,Councilmember,Rickey D.  Callahan
10/17/2018,Councilmember,Omar Narvaez
10/17/2018,Councilmember,Kevin Felder
10/17/2018,Councilmember,Tennell Atkins
10/17/2018,Councilmember,Mark  Clayton
10/17/2018,Councilmember,Scott  Griggs
10/17/2018,Councilmember,B. Adam  McGough
10/17/2018,Councilmember,Lee M. Kleinman
10/17/2018,Councilmember,Sandy  Greyson
10/17/2018,Councilmember,Jennifer S.  Gates
10/17/2018,Councilmember,Philip T.  Kingston
10/17/2018,Mayor,Michael S. Rawlings
10/17/2018,Deputy Mayor Pro Tem,Adam Medrano
10/17/2018,Mayor Pro Tem,"Casey  Thomas
